
Date: 24/04/2025 10:14:06 am
Name: 
Description: 
Module Type: Hyperion
HW Acquisition Rate: 1000 Hz
Wavelength Tracking: 400 pm / acquistion
Data Interleave: 1

IP Address: 10.0.0.55
      Port: 51971

IDN: Hyperion
Image ID: 14.1.0
S/N: HIAEXJ

CH 1 Configuration:
	Distance Compensation Enabled: False
	Spectral Average Count: 1
	Detect Valley: False
	Detection Setting ID: 128
CH 2 Configuration:
	Distance Compensation Enabled: False
	Spectral Average Count: 1
	Detect Valley: False
	Detection Setting ID: 128
CH 3 Configuration:
	Distance Compensation Enabled: False
	Spectral Average Count: 1
	Detect Valley: False
	Detection Setting ID: 128
CH 4 Configuration:
	Distance Compensation Enabled: False
	Spectral Average Count: 1
	Detect Valley: False
	Detection Setting ID: 128
CH 5 Configuration:
	Distance Compensation Enabled: False
	Spectral Average Count: 1
	Detect Valley: False
	Detection Setting ID: 128
CH 6 Configuration:
	Distance Compensation Enabled: False
	Spectral Average Count: 1
	Detect Valley: False
	Detection Setting ID: 128
CH 7 Configuration:
	Distance Compensation Enabled: False
	Spectral Average Count: 1
	Detect Valley: False
	Detection Setting ID: 128
CH 8 Configuration:
	Distance Compensation Enabled: False
	Spectral Average Count: 1
	Detect Valley: False
	Detection Setting ID: 128
Wvl (nm)	 CH 1 

1460.0000	-59.0885
1460.0080	-58.8216
1460.0160	-59.2016
1460.0240	-59.2582
1460.0320	-58.8564
1460.0400	-58.9304
1460.0480	-59.8716
1460.0560	-59.3749
1460.0640	-59.0761
1460.0720	-59.4627
1460.0800	-59.6788
1460.0880	-58.2415
1460.0960	-59.3336
1460.1040	-58.8832
1460.1120	-59.3814
1460.1200	-59.0537
1460.1280	-58.8644
1460.1360	-58.6273
1460.1440	-58.6091
1460.1520	-59.0160
1460.1600	-58.8753
1460.1680	-58.7955
1460.1760	-58.6070
1460.1840	-58.7549
1460.1920	-58.9848
1460.2000	-58.8274
1460.2080	-59.2270
1460.2160	-59.2313
1460.2240	-59.4938
1460.2320	-59.3836
1460.2400	-59.1733
1460.2480	-59.6838
1460.2560	-58.8803
1460.2640	-58.6135
1460.2720	-58.5859
1460.2800	-59.3785
1460.2880	-59.7128
1460.2960	-59.5569
1460.3040	-59.7948
1460.3120	-59.2814
1460.3200	-59.4286
1460.3280	-59.6918
1460.3360	-59.2640
1460.3440	-58.1175
1460.3520	-58.2524
1460.3600	-58.7527
1460.3680	-58.8093
1460.3760	-59.5141
1460.3840	-59.6425
1460.3920	-59.1363
1460.4000	-58.2371
1460.4080	-58.4735
1460.4160	-58.9920
1460.4240	-59.4191
1460.4320	-59.4278
1460.4400	-59.4162
1460.4480	-59.3756
1460.4560	-59.2531
1460.4640	-59.0138
1460.4720	-58.9630
1460.4800	-59.2886
1460.4880	-58.3851
1460.4960	-58.8318
1460.5040	-58.8426
1460.5120	-58.7708
1460.5200	-58.8767
1460.5280	-59.0856
1460.5360	-59.5265
1460.5440	-59.2951
1460.5520	-58.7592
1460.5600	-58.9558
1460.5680	-59.7447
1460.5760	-59.3611
1460.5840	-59.0239
1460.5920	-59.1458
1460.6000	-59.1806
1460.6080	-59.3372
1460.6160	-59.0558
1460.6240	-58.7650
1460.6320	-59.9086
1460.6400	-59.3474
1460.6480	-59.4605
1460.6560	-58.7614
1460.6640	-59.4075
1460.6720	-59.7244
1460.6800	-59.7926
1460.6880	-59.7614
1460.6960	-59.5939
1460.7040	-59.1051
1460.7120	-59.2342
1460.7200	-58.7244
1460.7280	-58.9565
1460.7360	-59.3851
1460.7440	-59.1690
1460.7520	-58.7941
1460.7600	-59.2705
1460.7680	-58.8956
1460.7760	-58.2030
1460.7840	-59.4155
1460.7920	-58.7020
1460.8000	-58.8129
1460.8080	-59.1421
1460.8160	-59.0297
1460.8240	-58.8231
1460.8320	-58.7375
1460.8400	-58.9384
1460.8480	-59.3292
1460.8560	-59.2806
1460.8640	-58.9304
1460.8720	-59.2792
1460.8800	-59.5366
1460.8880	-59.5852
1460.8960	-59.1545
1460.9040	-58.8941
1460.9120	-58.3278
1460.9200	-59.2502
1460.9280	-59.4431
1460.9360	-59.1835
1460.9440	-58.9637
1460.9520	-59.1291
1460.9600	-59.5163
1460.9680	-59.3684
1460.9760	-59.4206
1460.9840	-59.4329
1460.9920	-58.8803
1461.0000	-59.3546
1461.0080	-59.4257
1461.0160	-59.3147
1461.0240	-59.5163
1461.0320	-58.9674
