
Date: 24/04/2025 10:08:39 am
Name: 
Description: 
Module Type: Hyperion
HW Acquisition Rate: 1000 Hz
Wavelength Tracking: 400 pm / acquistion
Data Interleave: 1

IP Address: 10.0.0.55
      Port: 51971

IDN: Hyperion
Image ID: 14.1.0
S/N: HIAEXJ

CH 1 Configuration:
	Distance Compensation Enabled: False
	Spectral Average Count: 1
	Detect Valley: False
	Detection Setting ID: 128
CH 2 Configuration:
	Distance Compensation Enabled: False
	Spectral Average Count: 1
	Detect Valley: False
	Detection Setting ID: 128
CH 3 Configuration:
	Distance Compensation Enabled: False
	Spectral Average Count: 1
	Detect Valley: False
	Detection Setting ID: 128
CH 4 Configuration:
	Distance Compensation Enabled: False
	Spectral Average Count: 1
	Detect Valley: False
	Detection Setting ID: 128
CH 5 Configuration:
	Distance Compensation Enabled: False
	Spectral Average Count: 1
	Detect Valley: False
	Detection Setting ID: 128
CH 6 Configuration:
	Distance Compensation Enabled: False
	Spectral Average Count: 1
	Detect Valley: False
	Detection Setting ID: 128
CH 7 Configuration:
	Distance Compensation Enabled: False
	Spectral Average Count: 1
	Detect Valley: False
	Detection Setting ID: 128
CH 8 Configuration:
	Distance Compensation Enabled: False
	Spectral Average Count: 1
	Detect Valley: False
	Detection Setting ID: 128
Wvl (nm)	 CH 1 

1460.0000	-58.9463
1460.0080	-57.9855
1460.0160	-58.0834
1460.0240	-57.7505
1460.0320	-58.0899
1460.0400	-58.8579
1460.0480	-58.5867
1460.0560	-58.2473
1460.0640	-58.2255
1460.0720	-58.9065
1460.0800	-58.9355
1460.0880	-58.5816
1460.0960	-58.1936
1460.1040	-57.8093
1460.1120	-57.9804
1460.1200	-58.9057
1460.1280	-58.4213
1460.1360	-59.0834
1460.1440	-58.6744
1460.1520	-58.5780
1460.1600	-58.8361
1460.1680	-58.5120
1460.1760	-58.9014
1460.1840	-59.0551
1460.1920	-59.0631
1460.2000	-59.3568
1460.2080	-58.9645
1460.2160	-58.9862
1460.2240	-59.4017
1460.2320	-59.8999
1460.2400	-59.8455
1460.2480	-59.2045
1460.2560	-59.1109
1460.2640	-58.7230
1460.2720	-59.0413
1460.2800	-58.8136
1460.2880	-59.0087
1460.2960	-59.0145
1460.3040	-59.2132
1460.3120	-58.7774
1460.3200	-58.6026
1460.3280	-59.0131
1460.3360	-59.1363
1460.3440	-58.6751
1460.3520	-58.6338
1460.3600	-59.1849
1460.3680	-58.7382
1460.3760	-57.9094
1460.3840	-58.1791
1460.3920	-59.1646
1460.4000	-58.9173
1460.4080	-59.7201
1460.4160	-59.6650
1460.4240	-59.1994
1460.4320	-59.5315
1460.4400	-58.9137
1460.4480	-59.5780
1460.4560	-59.6186
1460.4640	-59.5758
1460.4720	-59.5939
1460.4800	-59.6882
1460.4880	-59.8782
1460.4960	-59.9115
1460.5040	-59.6041
1460.5120	-59.7063
1460.5200	-59.5649
1460.5280	-59.2248
1460.5360	-58.9514
1460.5440	-59.0421
1460.5520	-59.6091
1460.5600	-59.4025
1460.5680	-59.5062
1460.5760	-59.6541
1460.5840	-59.6251
1460.5920	-59.5170
1460.6000	-59.1465
1460.6080	-58.8622
1460.6160	-59.5439
1460.6240	-59.7999
1460.6320	-59.3495
1460.6400	-59.6454
1460.6480	-59.5946
1460.6560	-58.8564
1460.6640	-59.1037
1460.6720	-59.8571
1460.6800	-59.0696
1460.6880	-58.6309
1460.6960	-58.5149
1460.7040	-58.9340
1460.7120	-59.0493
1460.7200	-59.3067
1460.7280	-59.4656
1460.7360	-59.3706
1460.7440	-59.5606
1460.7520	-58.5424
1460.7600	-58.6642
1460.7680	-58.6969
1460.7760	-59.1574
1460.7840	-59.1603
1460.7920	-58.8267
1460.8000	-59.1472
1460.8080	-59.3241
1460.8160	-58.9840
1460.8240	-58.6302
1460.8320	-59.5352
1460.8400	-58.8782
1460.8480	-58.1566
1460.8560	-59.4220
1460.8640	-59.2067
1460.8720	-59.6258
1460.8800	-59.5243
1460.8880	-59.1537
1460.8960	-58.4518
1460.9040	-58.7933
1460.9120	-58.8136
1460.9200	-58.7723
1460.9280	-58.1907
1460.9360	-58.5961
1460.9440	-58.9572
1460.9520	-58.5671
1460.9600	-58.5736
1460.9680	-58.5054
1460.9760	-58.7165
1460.9840	-58.7244
1460.9920	-59.0363
1461.0000	-58.6860
1461.0080	-58.9884
1461.0160	-58.6642
1461.0240	-58.7201
1461.0320	-59.2437
