
Date: 17/04/2025 3:56:03 pm
Name: 
Description: 
Module Type: Hyperion
HW Acquisition Rate: 1000 Hz
Wavelength Tracking: 400 pm / acquistion
Data Interleave: 1

IP Address: 10.0.0.55
      Port: 51971

IDN: Hyperion
Image ID: 14.1.0
S/N: HIAEXJ

CH 1 Configuration:
	Distance Compensation Enabled: False
	Spectral Average Count: 1
	Detect Valley: False
	Detection Setting ID: 128
CH 2 Configuration:
	Distance Compensation Enabled: False
	Spectral Average Count: 1
	Detect Valley: False
	Detection Setting ID: 128
CH 3 Configuration:
	Distance Compensation Enabled: False
	Spectral Average Count: 1
	Detect Valley: False
	Detection Setting ID: 128
CH 4 Configuration:
	Distance Compensation Enabled: False
	Spectral Average Count: 1
	Detect Valley: False
	Detection Setting ID: 128
CH 5 Configuration:
	Distance Compensation Enabled: False
	Spectral Average Count: 1
	Detect Valley: False
	Detection Setting ID: 128
CH 6 Configuration:
	Distance Compensation Enabled: False
	Spectral Average Count: 1
	Detect Valley: False
	Detection Setting ID: 128
CH 7 Configuration:
	Distance Compensation Enabled: False
	Spectral Average Count: 1
	Detect Valley: False
	Detection Setting ID: 128
CH 8 Configuration:
	Distance Compensation Enabled: False
	Spectral Average Count: 1
	Detect Valley: False
	Detection Setting ID: 128
Wvl (nm)	 CH 1 

1460.0000	-59.3800
1460.0080	-59.5098
1460.0160	-59.7766
1460.0240	-59.5250
1460.0320	-59.8129
1460.0400	-59.7955
1460.0480	-59.4322
1460.0560	-59.5518
1460.0640	-59.5910
1460.0720	-59.2364
1460.0800	-59.5758
1460.0880	-59.5047
1460.0960	-59.1407
1460.1040	-59.6244
1460.1120	-59.9333
1460.1200	-59.5395
1460.1280	-59.0283
1460.1360	-59.0225
1460.1440	-58.8412
1460.1520	-59.0029
1460.1600	-59.1262
1460.1680	-59.6106
1460.1760	-59.0305
1460.1840	-59.4257
1460.1920	-59.0711
1460.2000	-58.9855
1460.2080	-59.7346
1460.2160	-59.4960
1460.2240	-59.6860
1460.2320	-59.4960
1460.2400	-59.5069
1460.2480	-59.5236
1460.2560	-59.5671
1460.2640	-58.7549
1460.2720	-58.9927
1460.2800	-59.1740
1460.2880	-59.2001
1460.2960	-58.9688
1460.3040	-59.5410
1460.3120	-59.6468
1460.3200	-59.8368
1460.3280	-59.7389
1460.3360	-59.7962
1460.3440	-59.5207
1460.3520	-59.7136
1460.3600	-58.6613
1460.3680	-59.1487
1460.3760	-59.3256
1460.3840	-58.9224
1460.3920	-59.5787
1460.4000	-59.1088
1460.4080	-59.3851
1460.4160	-59.5664
1460.4240	-58.6933
1460.4320	-59.1682
1460.4400	-59.6468
1460.4480	-59.2502
1460.4560	-58.8477
1460.4640	-59.5961
1460.4720	-59.6635
1460.4800	-59.6642
1460.4880	-59.1566
1460.4960	-59.4692
1460.5040	-58.3495
1460.5120	-58.9971
1460.5200	-59.2937
1460.5280	-59.1334
1460.5360	-59.0232
1460.5440	-59.1109
1460.5520	-58.8151
1460.5600	-58.4663
1460.5680	-59.1037
1460.5760	-59.1878
1460.5840	-58.6425
1460.5920	-59.6497
1460.6000	-59.4873
1460.6080	-59.0725
1460.6160	-59.6403
1460.6240	-59.7556
1460.6320	-59.3597
1460.6400	-59.7375
1460.6480	-59.5823
1460.6560	-59.3633
1460.6640	-59.9355
1460.6720	-59.4293
1460.6800	-59.0283
1460.6880	-59.2052
1460.6960	-59.1733
1460.7040	-59.0725
1460.7120	-58.8949
1460.7200	-59.4859
1460.7280	-59.2190
1460.7360	-59.4612
1460.7440	-59.2081
1460.7520	-59.3967
1460.7600	-59.3495
1460.7680	-59.5431
1460.7760	-59.3706
1460.7840	-59.4112
1460.7920	-59.0319
1460.8000	-59.2821
1460.8080	-59.3822
1460.8160	-59.7513
1460.8240	-59.1661
1460.8320	-59.0181
1460.8400	-59.1624
1460.8480	-59.4772
1460.8560	-59.3394
1460.8640	-59.4467
1460.8720	-59.1719
1460.8800	-59.5961
1460.8880	-59.5402
1460.8960	-59.5366
1460.9040	-59.8006
1460.9120	-59.5417
1460.9200	-59.5185
1460.9280	-59.6737
1460.9360	-58.8376
1460.9440	-59.2350
1460.9520	-59.3234
1460.9600	-59.8970
1460.9680	-59.7665
1460.9760	-59.7165
1460.9840	-59.7295
1460.9920	-59.3749
1461.0000	-59.0160
1461.0080	-59.6584
1461.0160	-58.8223
1461.0240	-59.2183
1461.0320	-59.2161
