
Date: 17/04/2025 4:01:03 pm
Name: 
Description: 
Module Type: Hyperion
HW Acquisition Rate: 1000 Hz
Wavelength Tracking: 400 pm / acquistion
Data Interleave: 1

IP Address: 10.0.0.55
      Port: 51971

IDN: Hyperion
Image ID: 14.1.0
S/N: HIAEXJ

CH 1 Configuration:
	Distance Compensation Enabled: False
	Spectral Average Count: 1
	Detect Valley: False
	Detection Setting ID: 128
CH 2 Configuration:
	Distance Compensation Enabled: False
	Spectral Average Count: 1
	Detect Valley: False
	Detection Setting ID: 128
CH 3 Configuration:
	Distance Compensation Enabled: False
	Spectral Average Count: 1
	Detect Valley: False
	Detection Setting ID: 128
CH 4 Configuration:
	Distance Compensation Enabled: False
	Spectral Average Count: 1
	Detect Valley: False
	Detection Setting ID: 128
CH 5 Configuration:
	Distance Compensation Enabled: False
	Spectral Average Count: 1
	Detect Valley: False
	Detection Setting ID: 128
CH 6 Configuration:
	Distance Compensation Enabled: False
	Spectral Average Count: 1
	Detect Valley: False
	Detection Setting ID: 128
CH 7 Configuration:
	Distance Compensation Enabled: False
	Spectral Average Count: 1
	Detect Valley: False
	Detection Setting ID: 128
CH 8 Configuration:
	Distance Compensation Enabled: False
	Spectral Average Count: 1
	Detect Valley: False
	Detection Setting ID: 128
Wvl (nm)	 CH 1 

1460.0000	-58.4822
1460.0080	-58.3009
1460.0160	-58.6302
1460.0240	-58.7353
1460.0320	-58.6686
1460.0400	-58.7252
1460.0480	-59.1806
1460.0560	-59.6128
1460.0640	-58.9993
1460.0720	-58.8028
1460.0800	-59.2429
1460.0880	-59.3677
1460.0960	-59.1994
1460.1040	-59.2625
1460.1120	-58.6178
1460.1200	-58.6512
1460.1280	-58.4112
1460.1360	-59.2618
1460.1440	-59.5816
1460.1520	-58.4242
1460.1600	-59.0355
1460.1680	-58.4467
1460.1760	-58.3459
1460.1840	-58.9797
1460.1920	-59.6628
1460.2000	-59.6294
1460.2080	-59.5330
1460.2160	-59.2799
1460.2240	-58.7563
1460.2320	-58.8869
1460.2400	-59.1356
1460.2480	-58.2386
1460.2560	-58.5482
1460.2640	-58.6316
1460.2720	-58.4924
1460.2800	-59.2901
1460.2880	-59.2059
1460.2960	-59.6091
1460.3040	-59.4982
1460.3120	-59.0703
1460.3200	-58.9246
1460.3280	-59.1929
1460.3360	-59.0094
1460.3440	-59.7955
1460.3520	-59.4634
1460.3600	-58.4155
1460.3680	-58.8477
1460.3760	-58.6403
1460.3840	-58.9485
1460.3920	-58.9072
1460.4000	-59.3459
1460.4080	-59.2850
1460.4160	-58.8535
1460.4240	-58.1661
1460.4320	-58.0558
1460.4400	-57.7933
1460.4480	-58.3698
1460.4560	-58.1980
1460.4640	-58.0413
1460.4720	-58.1429
1460.4800	-57.4931
1460.4880	-58.2458
1460.4960	-58.4257
1460.5040	-58.9065
1460.5120	-59.3416
1460.5200	-59.8774
1460.5280	-58.8310
1460.5360	-58.5700
1460.5440	-58.2524
1460.5520	-58.3038
1460.5600	-58.9413
1460.5680	-59.1102
1460.5760	-58.9094
1460.5840	-59.6396
1460.5920	-58.1472
1460.6000	-57.5823
1460.6080	-58.2038
1460.6160	-59.3024
1460.6240	-59.8644
1460.6320	-59.4750
1460.6400	-58.3727
1460.6480	-58.4576
1460.6560	-58.9601
1460.6640	-58.4569
1460.6720	-57.9659
1460.6800	-57.9442
1460.6880	-58.5112
1460.6960	-58.7723
1460.7040	-58.3691
1460.7120	-58.3967
1460.7200	-58.8368
1460.7280	-59.5555
1460.7360	-58.7991
1460.7440	-58.1762
1460.7520	-58.2030
1460.7600	-58.5156
1460.7680	-59.0493
1460.7760	-59.3241
1460.7840	-59.9246
1460.7920	-59.0355
1460.8000	-58.3582
1460.8080	-59.3372
1460.8160	-58.9840
1460.8240	-58.7288
1460.8320	-58.4293
1460.8400	-58.6875
1460.8480	-59.4155
1460.8560	-59.0152
1460.8640	-58.9130
1460.8720	-58.6454
1460.8800	-59.2625
1460.8880	-59.4460
1460.8960	-58.6323
1460.9040	-59.1639
1460.9120	-59.0312
1460.9200	-59.6273
1460.9280	-59.0377
1460.9360	-58.1371
1460.9440	-57.6439
1460.9520	-59.1378
1460.9600	-59.0087
1460.9680	-58.5069
1460.9760	-59.1168
1460.9840	-59.5714
1460.9920	-59.0689
1461.0000	-59.0950
1461.0080	-59.2922
1461.0160	-58.6933
1461.0240	-59.0036
1461.0320	-58.5932
