
Date: 17/04/2025 3:44:56 pm
Name: 
Description: 
Module Type: Hyperion
HW Acquisition Rate: 1000 Hz
Wavelength Tracking: 400 pm / acquistion
Data Interleave: 1

IP Address: 10.0.0.55
      Port: 51971

IDN: Hyperion
Image ID: 14.1.0
S/N: HIAEXJ

CH 1 Configuration:
	Distance Compensation Enabled: False
	Spectral Average Count: 1
	Detect Valley: False
	Detection Setting ID: 128
CH 2 Configuration:
	Distance Compensation Enabled: False
	Spectral Average Count: 1
	Detect Valley: False
	Detection Setting ID: 128
CH 3 Configuration:
	Distance Compensation Enabled: False
	Spectral Average Count: 1
	Detect Valley: False
	Detection Setting ID: 128
CH 4 Configuration:
	Distance Compensation Enabled: False
	Spectral Average Count: 1
	Detect Valley: False
	Detection Setting ID: 128
CH 5 Configuration:
	Distance Compensation Enabled: False
	Spectral Average Count: 1
	Detect Valley: False
	Detection Setting ID: 128
CH 6 Configuration:
	Distance Compensation Enabled: False
	Spectral Average Count: 1
	Detect Valley: False
	Detection Setting ID: 128
CH 7 Configuration:
	Distance Compensation Enabled: False
	Spectral Average Count: 1
	Detect Valley: False
	Detection Setting ID: 128
CH 8 Configuration:
	Distance Compensation Enabled: False
	Spectral Average Count: 1
	Detect Valley: False
	Detection Setting ID: 128
Wvl (nm)	 CH 1 

1460.0000	-59.7933
1460.0080	-59.3191
1460.0160	-59.6541
1460.0240	-59.4663
1460.0320	-59.3503
1460.0400	-59.9028
1460.0480	-59.9275
1460.0560	-59.9645
1460.0640	-59.7825
1460.0720	-59.7172
1460.0800	-59.3503
1460.0880	-59.3742
1460.0960	-59.3481
1460.1040	-59.4699
1460.1120	-59.0406
1460.1200	-59.5736
1460.1280	-59.4917
1460.1360	-59.4482
1460.1440	-59.3764
1460.1520	-59.7310
1460.1600	-59.3104
1460.1680	-58.6157
1460.1760	-58.7534
1460.1840	-59.0218
1460.1920	-59.3590
1460.2000	-58.6693
1460.2080	-59.5489
1460.2160	-59.6875
1460.2240	-59.4598
1460.2320	-59.1624
1460.2400	-59.4126
1460.2480	-58.6265
1460.2560	-59.2502
1460.2640	-59.4155
1460.2720	-59.0747
1460.2800	-59.2966
1460.2880	-59.2893
1460.2960	-58.5656
1460.3040	-58.6468
1460.3120	-59.3249
1460.3200	-59.4170
1460.3280	-58.8934
1460.3360	-59.7027
1460.3440	-59.6969
1460.3520	-58.7462
1460.3600	-58.8608
1460.3680	-59.2154
1460.3760	-59.3140
1460.3840	-59.1117
1460.3920	-59.7157
1460.4000	-59.0754
1460.4080	-59.5642
1460.4160	-59.6650
1460.4240	-59.3778
1460.4320	-58.9442
1460.4400	-59.0645
1460.4480	-59.0007
1460.4560	-58.9811
1460.4640	-59.8492
1460.4720	-59.6294
1460.4800	-59.6309
1460.4880	-59.7774
1460.4960	-59.7774
1460.5040	-59.5772
1460.5120	-59.5511
1460.5200	-59.3793
1460.5280	-59.3053
1460.5360	-59.3379
1460.5440	-59.6113
1460.5520	-59.7056
1460.5600	-59.4909
1460.5680	-59.1175
1460.5760	-58.7491
1460.5840	-58.9717
1460.5920	-59.3220
1460.6000	-58.6751
1460.6080	-58.9311
1460.6160	-59.2444
1460.6240	-59.6512
1460.6320	-59.6817
1460.6400	-59.4699
1460.6480	-59.5431
1460.6560	-59.2719
1460.6640	-59.5170
1460.6720	-59.4917
1460.6800	-58.9065
1460.6880	-58.5236
1460.6960	-59.1907
1460.7040	-59.3814
1460.7120	-59.2574
1460.7200	-59.1595
1460.7280	-59.3633
1460.7360	-59.5105
1460.7440	-59.1487
1460.7520	-59.1530
1460.7600	-58.9521
1460.7680	-59.2988
1460.7760	-59.4068
1460.7840	-59.7426
1460.7920	-59.2125
1460.8000	-59.1972
1460.8080	-59.4590
1460.8160	-59.4960
1460.8240	-59.1066
1460.8320	-59.2516
1460.8400	-58.9572
1460.8480	-59.4184
1460.8560	-58.9949
1460.8640	-59.3930
1460.8720	-59.3930
1460.8800	-58.3959
1460.8880	-58.2843
1460.8960	-58.5192
1460.9040	-59.0805
1460.9120	-59.1835
1460.9200	-59.1102
1460.9280	-59.0609
1460.9360	-59.5961
1460.9440	-59.5642
1460.9520	-59.3735
1460.9600	-59.2168
1460.9680	-59.4540
1460.9760	-59.0239
1460.9840	-59.1211
1460.9920	-59.4975
1461.0000	-59.5431
1461.0080	-59.1545
1461.0160	-59.0928
1461.0240	-59.4126
1461.0320	-59.3785
